.DS_Store , 0
Average Brit Throws Away Over £400* Worth of Food Each Year | SAMSUNG UK.txt , 25
By Royal Appointment | SAMSUNG UK.txt , 0
Code Club and Samsung Launch a Regional Coding Hub for Young People at the Factory Youth Zone in Manchester | SAMSUNG UK.txt , 16
Old PRs , 0
Penny Mordaunt MP Joins Samsung To Open Digital Classroom In Portsmouth | SAMSUNG UK.txt , 0
Rt Hon Stephen Timms MP visits Samsung Digital Academy in East London | SAMSUNG UK.txt , 32
Samsung Developer Conference 2014: Innovations for Improving Consumer Lifestyles Unveiled | SAMSUNG UK.txt , 0
Samsung Gear S Available To Buy In the UK from November 7th | SAMSUNG UK.txt , 23
Samsung Helps Police Force Become Digital Trailblazer | SAMSUNG UK.txt , 13
Samsung Smart TV Platform Reaches New Milestone Attracting 1.5 Million Weekly Visitors to its Smart Hub | SAMSUNG UK.txt , 0
Samsung.txt , 0
Samsung’s First Ruggedised B2B Tablet Available Now | SAMSUNG UK.txt , 31
Wearable Tech Market Predicted to be worth £104.7 million to UK Retailers this Christmas | SAMSUNG UK.txt , 63
.DS_Store , 0
Apple (United Kingdom) - Apple Press Info - App Store Sales Top $10 Billion in 2013.txt , 10
Apple (United Kingdom) - Apple Press Info - Apple & U2 Release “Songs of Innocence” Exclusively for iTunes Store Customers.txt , 12
Apple (United Kingdom) - Apple Press Info - Apple and IBM Forge Global Partnership to Transform Enterprise Mobility.txt , 52
Apple (United Kingdom) - Apple Press Info - Apple Announces Apple Pay.txt , 17
Apple (United Kingdom) - Apple Press Info - Apple Announces Eighth Annual iTunes Festival in London.txt , 4
Apple (United Kingdom) - Apple Press Info - Apple Announces iOS 8 Available September 17.txt , 51
Apple (United Kingdom) - Apple Press Info - Apple Announces iPhone 6 & iPhone 6 Plus—The Biggest Advancements in iPhone History.txt , 19
Apple (United Kingdom) - Apple Press Info - Apple Announces iTunes Festival Coming to SXSW―Five Amazing Nights Five Amazing Shows.txt , 4
Apple (United Kingdom) - Apple Press Info - Apple Announces OS X Yosemite.txt , 33
Apple (United Kingdom) - Apple Press Info - Apple Announces Record Pre-orders for iPhone 6 & iPhone 6 Plus Top Four Million in First 24 Hours.txt , 28
Apple (United Kingdom) - Apple Press Info - Apple Announces Updates to iTunes U.txt , 13
Apple (United Kingdom) - Apple Press Info - Apple Brings iTunes Radio to Australia.txt , 3
Apple (United Kingdom) - Apple Press Info - Apple Brings Vibrant Colours & iSight Camera to Most Affordable iPod touch Model.txt , 9
Apple (United Kingdom) - Apple Press Info - Apple Expands Capital Return Programme to Over $130 Billion.txt , 24
Apple (United Kingdom) - Apple Press Info - Apple Expands Worldwide Access to Educational Content.txt , 9
Apple (United Kingdom) - Apple Press Info - Apple Introduces 27-inch iMac with Retina 5K Display.txt , 26
Apple (United Kingdom) - Apple Press Info - Apple Introduces iPad Air 2—The Thinnest Most Powerful iPad Ever.txt , 19
Apple (United Kingdom) - Apple Press Info - Apple Introduces New Entry Level 21.5-inch iMac.txt , 15
Apple (United Kingdom) - Apple Press Info - Apple Media Advisory.txt , 3
Apple (United Kingdom) - Apple Press Info - Apple Pay Set to Transform Mobile Payments Starting October 20.txt , 19
Apple (United Kingdom) - Apple Press Info - Apple Releases iOS 8 SDK With Over 4000 New APIs.txt , 34
Apple (United Kingdom) - Apple Press Info - Apple Reports First Quarter Results.txt , 17
Apple (United Kingdom) - Apple Press Info - Apple Reports Fourth Quarter Results.txt , 14
Apple (United Kingdom) - Apple Press Info - Apple Reports Second Quarter Results.txt , 16
Apple (United Kingdom) - Apple Press Info - Apple Reports Third Quarter Results.txt , 15
Apple (United Kingdom) - Apple Press Info - Apple Rolls Out CarPlay Giving Drivers a Smarter Safer & More Fun Way to Use iPhone in the Car.txt , 19
Apple (United Kingdom) - Apple Press Info - Apple to Acquire Beats Music & Beats Electronics.txt , 15
Apple (United Kingdom) - Apple Press Info - Apple Unveils Apple Watch—Apple’s Most Personal Device Ever.txt , 17
Apple (United Kingdom) - Apple Press Info - Apple Unveils iOS 8 the Biggest Release Since the Launch of the App Store.txt , 38
Apple (United Kingdom) - Apple Press Info - Apple Updates Mac mini.txt , 22
Apple (United Kingdom) - Apple Press Info - Apple Updates MacBook Air.txt , 17
Apple (United Kingdom) - Apple Press Info - Apple Updates MacBook Pro with Retina Display.txt , 16
Apple (United Kingdom) - Apple Press Info - Apple Updates Most Affordable 9.7-inch iPad with Retina display Improved Cameras & Enhanced Performance - Now Available Starting at £329.txt , 10
Apple (United Kingdom) - Apple Press Info - Apple Worldwide Developers Conference Kicks Off June 2 at Moscone West in San Francisco.txt , 13
Apple (United Kingdom) - Apple Press Info - Apple’s Peter Oppenheimer to Retire at the End of September.txt , 25
Apple (United Kingdom) - Apple Press Info - First Weekend iPhone Sales Top 10 Million Set New Record.txt , 21
Apple (United Kingdom) - Apple Press Info - FY 14 First Quarter Results Conference Call.txt , 1
Apple (United Kingdom) - Apple Press Info - FY 14 Fourth Quarter Results Conference Call.txt , 1
Apple (United Kingdom) - Apple Press Info - FY 14 Second Quarter Results Conference Call.txt , 1
Apple (United Kingdom) - Apple Press Info - FY 14 Third Quarter Results Conference Call.txt , 1
Apple (United Kingdom) - Apple Press Info - iPad Air & iPad mini with LTE Performance Available in China Today.txt , 9
Apple (United Kingdom) - Apple Press Info - iPhone 6 & iPhone 6 Plus Arrive in 36 More Countries and Territories This Month.txt , 21
Apple (United Kingdom) - Apple Press Info - iPhone 6 & iPhone 6 Plus Available in China on Friday October 17.txt , 12
Apple (United Kingdom) - Apple Press Info - NTT DOCOMO & Apple to Offer iPad in Japan Starting on Tuesday June 10.txt , 22
Apple (United Kingdom) - Apple Press Info - OS X Yosemite Available Today as a Free Upgrade.txt , 26
Apple (United Kingdom) - Apple Press Info - Sue Wagner Joins Apple's Board of Directors.txt , 6
Apple.txt , 7
OLDPRS , 0
.DS_Store , 0
HP News - Ardagh Group Seamlessly Connects Employees Applications and Data Around the World with HP.txt , 21
HP News - Babraham Institute Boosts Data Availability with HP.txt , 20
HP News - Halfords Transforms Service Quality with HP.txt , 31
HP News - HP and Shell Spark Energy Innovation at Eco-marathon Europe 2014.txt , 20
HP News - HP Becomes First Major Cloud Service Provider in the UK to Receive Prestigious Cloud Certification Award and Pan-Government Accreditation.txt , 28
HP News - HP Enables Large-Format Graphics Customers to Break Application Boundaries.txt , 45
HP News - HP Enhances Mobile Offerings With Business-Focused Detachable PC.txt , 79
